년,월,생태구역,연안명칭,"St.
No
",해수수질기준,표층수온,저층수온,표층염분,저층염분,표층pH,저층pH,표층DO,저층DO,표층COD,저층COD,표층NH4-N,저층NH4-N,표층NO2-N,저층NO2-N,표층NO3-N,저층NO3-N,표층DIN,저층DIN,표층T-N,저층T-N,표층DIP,저층DIP,표층T-P,저층T-P,표층SiO2-Si,저층SiO2-Si,표층SS,저층SS,표층Chl-a,저층Chl-a,표층투명도,구군,Ds
2019.0,8.0,대한해협,진 해 만,8,5,28.066,18.4826,31.6972,33.3181,8.22,7.76,7.987603587091707,1.8140958558109082,0.8817600000000012,1.5390720000000015,13.314,173.06799999999996,0.055999999999999994,1.764,1.022,10.164,14.392000000000001,184.99599999999998,147.09799999999996,276.094,1.767,54.87,13.050999999999998,108.686,28.7,673.54,3.1500000000000137,2.2999999999999963,0.47600000000000003,0.47,11.1,진 해 ,
2019.0,8.0,대한해협,진 해 만,9,5,28.5162,20.5057,31.7434,32.8683,8.2,7.84,7.887386182353665,3.2847965186461474,1.2825600000000013,1.5871680000000006,14.392000000000001,108.80799999999999,0.098,5.642,0.63,24.555999999999997,15.12,139.006,165.718,209.23,2.077,52.545,13.857,67.89,26.151999999999997,807.548,3.149999999999986,3.149999999999986,0.5579999999999999,0.8859999999999999,9.6,진 해 ,
2019.0,8.0,대한해협,거제도동안,1,1,24.2431,21.6099,31.8316,32.5289,8.09,8.22,9.390986133007305,7.526023024986151,0.8639999999999987,2.16,0.182,13.482000000000001,0.532,2.982,2.492,21.07,3.2060000000000004,37.534,130.606,142.03,2.108,8.587000000000002,13.454,21.638,41.356,220.024,4.000000000000004,5.649999999999987,1.7919999999999998,2.46,6.0,거제도,
2019.0,8.0,대한해협,거제도동안,2,2,25.2432,18.6015,32.3691,33.424,8.22,8.06,9.148658340708687,6.570509935052409,1.1039999999999992,2.3360000000000007,0.28,3.4019999999999997,0.42,3.9339999999999997,2.2960000000000003,66.55600000000001,2.9960000000000004,73.89200000000002,110.04,186.354,1.55,17.669999999999995,12.524,33.697,57.288000000000004,407.98800000000006,4.500000000000004,7.7000000000000135,1.3219999999999998,2.88,6.5,거제도,
2019.0,8.0,대한해협,거제도동안,3,3,27.2701,15.0032,31.7958,34.3175,8.2,7.99,8.17966615520528,5.856435403997224,2.096000000000001,3.7599999999999993,0.364,0.055999999999999994,0.042,2.6039999999999996,1.5819999999999999,149.49200000000005,1.9880000000000002,152.15200000000004,108.27600000000001,250.04,1.767,29.202,5.827999999999999,39.277,164.83599999999996,566.636,3.149999999999986,8.049999999999974,0.23600000000000002,0.312,11.5,거제도,
2019.0,8.0,대한해협,거제도동안,4,1,24.2847,19.7051,31.8126,32.9551,8.22,8.19,9.233224771330038,6.919947102964692,1.9840000000000004,0.5919999999999987,1.386,16.156,0.28,5.586,3.15,42.7,4.816,64.442,137.78799999999998,190.988,0.62,12.927,15.314,28.148000000000003,35.86799999999999,316.288,6.750000000000006,7.699999999999987,1.964,1.69,4.0,거제도,
2019.0,8.0,대한해협,거제도남안,1,3,25.6766,19.5578,32.1082,33.1382,8.03,7.95,7.873211575948416,6.034728748923607,1.2800000000000011,2.464,21.406,46.298,7.112,8.96,30.058000000000003,36.49800000000001,58.57599999999999,91.756,229.292,262.178,24.335,26.784000000000002,46.159000000000006,50.003,470.176,517.972,5.549999999999999,5.949999999999982,6.86,6.08,2.5,거제도,
2019.0,8.0,대한해협,거제도남안,2,1,23.9049,20.407,32.4264,33.0305,8.09,8.08,8.459984434251268,7.855864724379133,2.0,2.5920000000000005,10.612,0.8959999999999999,1.568,3.850000000000001,7.154,17.668,19.334,22.414,139.188,162.218,6.4170000000000025,11.501,19.158,26.195,160.524,248.92,4.250000000000032,5.500000000000004,2.84,3.98,6.0,거제도,
2019.0,8.0,대한해협,거제도남안,3,3,23.1161,17.3444,32.7309,33.6569,8.17,8.02,8.778256812843859,6.0861715346497585,2.016,2.959999999999998,8.498,0.952,0.63,7.21,3.9060000000000006,98.588,13.034,106.75,157.766,236.838,1.426,23.405,20.522,36.549,140.224,491.98800000000006,4.749999999999977,8.450000000000014,2.26,1.032,5.5,거제도,
2019.0,8.0,대한해협,거제도남안,4,3,24.9969,15.681,32.42,34.0288,8.23,7.99,9.137256105043566,5.802836247707562,1.4560000000000004,0.2400000000000005,52.681999999999995,0.56,0.252,4.718,1.5119999999999998,133.882,54.44600000000001,139.16,118.06200000000001,257.22200000000004,0.6509999999999999,26.164,11.067,38.99800000000001,62.608,532.14,5.8,15.149999999999995,0.624,0.958,10.0,거제도,
2019.0,8.0,대한해협,통영연안,1,2,26.8878,26.5799,32.2953,32.3124,8.11,8.11,6.870478932373669,6.8370414565137185,0.9493333333333341,1.2533333333333332,16.982,17.36,2.506,2.912,11.13,10.388,30.618000000000002,30.66,202.104,171.27599999999995,11.718,12.771999999999998,29.729,29.76,255.304,262.164,14.69999999999999,10.550000000000004,2.94,2.96,2.0,통영,
2019.0,8.0,대한해협,통영연안,2,1,26.3495,23.7565,32.4215,32.6679,8.17,8.13,7.737456323799106,6.5014632393670375,0.997333333333333,1.0613333333333344,9.072,31.808000000000003,2.156,3.612,12.053999999999998,10.248,23.281999999999996,45.66799999999999,198.24,192.36,11.873,17.887,30.38,31.372,196.98,409.75199999999995,11.85,10.849999999999998,2.74,1.9240000000000002,4.2,통영,
2019.0,8.0,대한해협,통영연안,3,1,26.5166,25.0685,32.3217,32.5934,8.16,8.16,7.835336780781567,7.566867691540116,0.9813333333333332,1.301333333333332,19.404,21.504,2.3800000000000003,2.366,27.244000000000003,17.29,49.02800000000001,41.16,234.71,214.452,15.159,16.771,31.93,35.464,164.668,204.232,3.2500000000000027,4.499999999999977,1.6980000000000002,1.722,5.1,통영,
2019.0,8.0,대한해협,통영연안,4,1,26.5447,25.1152,32.4352,32.5164,8.18,8.19,7.954081482390479,8.069202404677393,0.8053333333333341,1.125333333333333,0.7000000000000001,0.07,0.994,0.77,1.61,1.834,3.3040000000000003,2.6740000000000004,158.91400000000004,136.03799999999998,5.672999999999999,7.5020000000000024,19.250999999999998,18.879,64.73599999999999,81.42399999999998,3.8499999999999934,3.6499999999999866,0.738,0.79,7.8,통영,
2019.0,8.0,대한해협,통영외안,1,4,25.5971,18.7268,32.0347,33.2462,8.21,7.97,9.15680538119372,5.03302759989031,1.6522400000000017,1.6696320000000018,0.154,23.534000000000002,0.35000000000000003,13.3,0.56,81.97,1.064,118.804,147.09799999999996,272.63599999999997,0.7440000000000001,28.675,13.515999999999998,41.757,64.20400000000001,696.0239999999999,4.200000000000009,10.800000000000004,0.664,1.57,5.5,통영,
2019.0,8.0,대한해협,통영외안,2,1,26.0898,23.0153,32.3791,32.7235,8.25,8.2,8.125054031053807,7.382623993767853,0.8373333333333335,1.2053333333333345,0.196,4.438,0.252,3.682,0.826,14.755999999999995,1.274,22.876,114.898,172.56400000000005,1.736,10.974,12.245,20.956000000000003,69.41199999999999,265.664,5.099999999999993,7.099999999999995,0.45,1.374,9.5,통영,
2019.0,8.0,대한해협,통영외안,3,3,26.1054,18.2524,32.2574,33.3971,8.22,8.02,8.887775513018955,5.800331625056812,1.3217920000000027,3.4088320000000016,5.726,0.196,0.07,9.366,1.12,96.852,6.916,106.414,147.09799999999996,232.736,0.93,22.909000000000002,10.602,31.0,87.304,539.98,4.650000000000016,5.949999999999982,0.374,0.624,5.5,통영,
2019.0,8.0,대한해협,통영외안,4,2,22.5392,18.9473,32.802,33.3265,8.13,8.04,8.46349860043113,6.2736386364657095,2.1044320000000014,2.017472,0.14,6.678,1.61,7.112,9.786,63.938,11.536,77.72800000000002,168.574,242.83,3.968,20.274,23.684,31.279,126.616,436.828,5.549999999999999,16.849999999999973,2.76,1.62,4.0,통영,
2019.0,8.0,대한해협,통영외안,5,3,26.0782,16.9805,32.0001,33.6964,8.25,7.99,9.380570400359872,5.5158998646820026,2.8696800000000007,1.6174560000000031,0.434,1.288,0.196,8.372,1.4420000000000002,119.12599999999998,2.072,128.78599999999997,143.234,266.91,0.248,27.031999999999996,10.664000000000001,33.232,33.04,565.46,6.750000000000006,8.750000000000009,0.624,0.45399999999999996,4.5,통영,
2019.0,8.0,대한해협,통영외안,6,2,22.4263,18.7918,32.6554,33.3553,8.16,8.05,8.262704797231281,6.226376179169607,1.791376000000002,1.9131200000000024,19.824,10.808,1.68,8.021999999999998,6.8320000000000025,70.37799999999999,28.336,89.20799999999998,181.27200000000002,224.05599999999998,3.968,20.026,22.72300000000001,29.233,122.16400000000002,426.16,4.400000000000015,6.199999999999982,3.2,1.088,4.0,통영,
2019.0,8.0,대한해협,고성.자란만,1,1,26.45300000000001,25.4692,32.3841,32.4342,8.07,8.05,7.17041597010522,6.954954665294838,1.7813333333333334,1.349333333333334,12.964,5.992000000000001,0.644,0.462,1.918,2.702,15.526,9.156,159.922,175.61599999999999,18.569000000000006,19.871,36.735,34.379,190.59599999999998,195.076,5.250000000000004,6.250000000000004,2.34,2.08,6.0,고성,
2019.0,8.0,대한해협,고성.자란만,2,1,26.7224,24.541,32.255,32.4755,8.16,8.07,7.680349419932259,6.2773325810647735,1.1093333333333335,0.997333333333333,0.308,3.1639999999999997,0.364,0.63,1.0500000000000005,2.6460000000000004,1.7220000000000002,6.44,156.296,187.69799999999998,4.123,16.585,18.755,32.395,70.83999999999997,570.024,4.3499999999999925,7.650000000000018,0.72,1.722,8.5,고성,
2019.0,8.0,대한해협,고성.자란만,3,1,26.6546,23.9518,32.2807,32.5826,8.18,8.16,7.632468188651758,7.022111528720982,0.9173333333333318,1.0453333333333321,0.238,9.52,0.476,1.4,1.176,5.362,1.89,16.282000000000004,144.536,197.162,3.72,14.694,16.368000000000002,27.838,107.996,336.756,2.9000000000000137,7.849999999999996,0.66,1.61,10.9,고성,
2019.0,8.0,대한해협,사천연안,1,1,25.3583,23.6265,32.077,32.3417,8.13,8.13,6.988678181177299,6.695730562477473,1.2024,1.6512959999999992,9.338,26.39,1.918,3.864,6.1599999999999975,14.406,17.416,44.66,73.892,153.874,11.718,19.437,19.995,31.527,262.444,394.408,6.250000000000004,10.300000000000004,2.5,1.72,4.0,사천,
2019.0,8.0,대한해협,사천연안,2,1,25.4319,23.3945,32.1096,32.4755,8.13,8.15,7.0827592419806304,7.087297932541881,1.1382719999999984,1.4108160000000012,20.86,12.684,2.072,1.05,9.422,3.962,32.354,17.695999999999994,120.246,133.18200000000002,12.183,12.431,27.218000000000004,25.141,279.132,299.068,5.099999999999993,7.150000000000018,0.992,0.932,4.1,사천,
2019.0,8.0,대한해협,사천연안,3,1,26.237,23.5055,32.2079,32.5551,8.26,8.22,8.117049032838509,7.8399323410013535,1.2053333333333345,1.3173333333333317,4.396,1.722,0.37799999999999995,0.4900000000000001,1.3159999999999998,2.016,6.09,4.228,95.94200000000001,107.8,1.395,8.184000000000001,14.167,16.399,46.284,164.192,9.600000000000025,6.2000000000000135,0.392,0.532,9.0,사천,
2019.0,8.0,대한해협,사천연안,4,2,25.7028,23.5876,32.2456,32.4799,8.21,8.16,7.8307055920780275,7.184816787524867,1.2665279999999988,1.7474879999999997,3.234,7.937999999999999,0.644,0.7979999999999999,1.834,2.758,5.7120000000000015,11.494000000000002,102.83,131.684,4.681,11.594000000000001,17.329,23.374000000000002,143.22,284.9000000000001,8.800000000000002,7.599999999999996,8.3,1.212,5.8,사천,
2019.0,8.0,대한해협,진 주 만,1,2,26.1066,25.4861,31.7157,31.9492,8.11,8.1,7.156042585095217,6.677916102841678,1.2665279999999988,2.1162240000000003,10.15,16.086,1.162,1.3019999999999998,4.675999999999998,7.840000000000002,15.988,25.228,140.84,154.546,15.066,15.872,31.216999999999995,28.954,282.016,282.0440000000001,5.9500000000000135,6.5500000000000025,3.18,1.416,2.1,진 주 ,
2019.0,8.0,대한해협,진 주 만,2,2,28.8351,28.7482,30.7945,30.8109,8.47,8.47,11.027499710212126,11.012998780722585,4.8096,5.082144,6.244,5.124,0.14,0.0,1.4,1.47,7.784,6.5939999999999985,215.348,207.354,5.672999999999999,8.834999999999997,54.839,58.528,61.040000000000006,69.048,25.10000000000001,17.89999999999997,4.52,3.852,1.0,진 주 ,
2019.0,8.0,대한해협,남해도남안,1,3,27.4259,17.2595,32.1476,33.4609,8.19,8.01,8.290182209579456,6.033402164037335,1.6696320000000018,2.5740160000000007,0.22399999999999998,0.196,0.168,10.99,1.3159999999999998,92.58200000000001,1.7080000000000002,103.76799999999999,91.63,225.31600000000003,0.036000000000000004,22.072,9.765,38.843,131.46,520.604,3.6499999999999866,11.899999999999993,0.7120000000000001,2.42,10.0,남해도,
2019.0,8.0,대한해협,남해도남안,2,1,27.6674,18.9875,32.2357,33.0787,8.2,8.12,8.238154112943366,8.017718774344326,3.0088160000000013,1.826160000000001,0.013999999999999999,0.126,0.476,1.246,0.672,2.8,1.162,4.172,85.344,145.93599999999995,0.5579999999999999,8.649000000000001,6.851,27.683000000000003,105.056,282.1280000000001,6.550000000000027,10.800000000000004,0.542,3.46,11.0,남해도,
2019.0,8.0,대한해협,남해도남안,3,4,27.4204,17.0155,32.2422,33.6082,8.2,7.93,8.36477267512374,4.954444087196966,1.2058453333333334,1.6522400000000017,3.696,0.055999999999999994,0.055999999999999994,6.5520000000000005,1.036,139.748,4.788,146.356,101.626,277.438,0.036000000000000004,30.225,8.773,46.097,92.008,752.668,3.4500000000000086,9.24999999999998,0.386,1.5119999999999998,10.5,남해도,
2019.0,8.0,대한해협,남해도남안,4,1,26.3988,22.8869,32.1807,32.5623,8.18,8.14,8.41451986646593,7.720076085939691,1.4493333333333311,2.1913920000000027,0.406,0.336,0.0,2.3240000000000003,1.442,10.934000000000001,1.848,13.594000000000001,121.324,141.876,0.868,9.021,12.834000000000001,18.879,93.912,275.744,4.549999999999999,8.000000000000009,1.016,1.486,5.5,남해도,
2019.0,8.0,대한해협,남해도남안,5,2,26.7209,19.4552,31.6536,33.0433,8.21,8.04,8.595344185199291,6.121742924982352,2.017472,1.8609440000000004,3.374,20.776,0.7979999999999999,9.17,4.5920000000000005,73.416,8.764,103.36200000000001,143.29,208.852,1.55,23.963,15.19,32.178000000000004,108.24799999999999,421.372,3.4500000000000086,10.250000000000009,1.15,0.812,9.0,남해도,
2019.0,8.0,대한해협,광 양 만,1,4,28.8196,26.3181,29.8381,30.5343,8.45,8.11,9.345345441158424,5.908460907497298,3.7675199999999993,2.356704000000001,23.576,65.19800000000001,0.37799999999999995,3.962,1.988,9.632,25.941999999999997,78.79200000000002,195.748,221.368,8.308,39.618,45.353,47.585,27.496,269.696,45.353,47.585,7.56,6.28,1.2,광 양 ,
2019.0,8.0,대한해협,광 양 만,2,4,26.0746,23.0234,30.5299,31.7937,8.13,7.91,6.592738941370517,3.3349464878828887,1.9398719999999985,1.2825600000000013,53.956,132.90200000000002,6.8599999999999985,17.22,14.966,44.324,75.782,194.44600000000003,210.518,375.032,19.654,46.5,45.322,72.819,368.42400000000004,837.1439999999999,45.322,72.819,6.12,2.552,2.2,광 양 ,
2019.0,8.0,대한해협,광 양 만,3,2,26.5261,25.565,30.3466,30.8036,8.23,8.11,8.118705062180197,6.208239748443817,2.8056,2.036063999999999,18.06,38.304,1.134,3.850000000000001,2.184,11.913999999999998,21.378000000000004,54.06800000000001,176.90400000000002,243.47400000000002,8.803999999999998,17.98,39.431999999999995,44.981,92.764,269.08,39.431999999999995,44.981,7.04,4.36,3.0,광 양 ,
2019.0,8.0,대한해협,광 양 만,4,2,25.8876,25.3236,31.6014,31.6234,8.06,8.06,6.376754670562006,6.303468737094244,1.6673279999999986,1.8436800000000009,55.58000000000001,32.41,7.392,7.657999999999999,24.64,25.171999999999997,87.61200000000002,65.24,209.174,244.468,15.345,16.554000000000002,34.844,45.787000000000006,407.344,421.596,34.844,45.787000000000006,6.2,4.8,1.3,광 양 ,
2019.0,8.0,대한해협,광 양 만,5,4,25.2629,21.0736,31.3003,32.7681,8.12,7.94,6.861612467787459,3.765975524354931,1.7276053333333317,1.3466879999999999,35.784,32.774,5.362,20.006,17.793999999999997,55.034,58.94,107.814,216.23,275.324,11.408,21.266,27.000999999999998,42.625,337.54,831.572,27.000999999999998,42.625,2.68,0.9259999999999999,4.0,광 양 ,
2019.0,8.0,대한해협,광 양 만,6,3,25.8682,23.6205,30.8057,31.8443,8.15,8.04,7.287275646686685,5.2487055310309,1.8757439999999999,1.2344639999999991,19.908,40.222,4.172,11.396,9.632,31.331999999999997,33.712,82.95,187.25,242.98400000000004,11.315,18.786,37.045,35.681,305.2,519.624,37.045,35.681,4.72,1.122,2.3,광 양 ,
2019.0,8.0,대한해협,광 양 만,7,2,25.9324,25.5722,29.9629,30.7443,8.03,8.03,5.995700637454037,6.068683458841861,1.6352639999999994,1.7955839999999992,53.816,43.428000000000004,7.532,7.602,50.98799999999999,45.472,112.33599999999998,96.50200000000001,244.79,285.922,23.436,25.141,40.982,43.865,577.8919999999998,550.0880000000002,40.982,43.865,3.948,3.3,2.3,광 양 ,
2019.0,8.0,대한해협,광 양 만,8,4,26.3795,21.9727,30.7281,32.366,8.16,7.95,7.261932190359037,3.849885190385727,2.164319999999999,1.4428800000000008,72.884,72.92599999999999,3.7239999999999998,18.074,7.853999999999999,52.69600000000001,84.462,143.69599999999997,205.604,255.01,10.726,31.061999999999998,34.503,47.647,234.36,809.1439999999999,34.503,47.647,4.62,1.964,3.0,광 양 ,
2019.0,8.0,대한해협,광 양 만,9,4,27.474,22.704,30.0586,32.0003,8.2,7.97,7.571068029608741,4.445279950962205,2.549088,1.4428800000000008,16.982,78.16199999999998,3.1639999999999997,13.748,8.469999999999999,37.562,28.616,129.472,212.562,310.086,12.617,33.914,38.471,60.698,181.888,662.62,38.471,60.698,5.36,2.524,2.2,광 양 ,
2019.0,8.0,대한해협,광 양 만,10,2,28.5793,27.4527,29.916,30.2897,8.31,8.23,9.080509262289716,7.829898032367708,2.8536960000000007,2.7735359999999987,72.492,11.732000000000001,0.616,1.89,1.554,4.382,74.66199999999998,18.003999999999994,209.454,243.278,13.082,16.523,34.503,43.989,65.156,135.35199999999998,34.503,43.989,6.64,5.8,2.0,광 양 ,
2019.0,8.0,대한해협,광 양 만,11,4,27.1508,23.1661,30.16800000000001,31.8605,8.24,8.0,8.490078182812649,4.61377367247032,2.356704000000001,1.6512959999999992,67.732,64.20400000000001,1.526,13.005999999999998,1.4980000000000002,36.274,70.756,113.484,194.18,252.182,6.2620000000000005,26.59800000000001,30.287,45.693999999999996,119.11200000000001,582.624,30.287,45.693999999999996,5.52,1.58,3.0,광 양 ,
2019.0,8.0,대한해협,광 양 만,12,3,24.5336,24.4558,31.6784,31.6945,8.04,8.03,5.63067468871658,5.525072084075632,1.4268480000000008,1.4589120000000002,100.98200000000001,35.448,8.876,9.156,27.916000000000004,28.965999999999998,137.774,73.57,257.236,235.63400000000001,17.174000000000003,19.313,36.735,37.51,447.328,458.75199999999995,36.735,37.51,5.0,4.04,2.0,광 양 ,
2019.0,8.0,대한해협,여수연안,1,2,26.4733,24.6552,30.9533,31.6979,8.15,8.06,7.31230654589412,5.69204902778669,1.9189173333333336,1.7955839999999992,13.16,58.422,2.282,7.294,6.72,19.908,22.162,85.624,326.368,260.862,7.595,18.011,32.054,41.478,203.896,464.46400000000006,4.2999999999999705,9.699999999999989,1.192,1.016,5.0,여수,
2019.0,8.0,대한해협,여수연안,2,4,26.6051,22.5621,30.7479,32.2356,8.18,7.97,7.5623588028976965,4.01080702205646,1.8319573333333323,1.2825600000000013,53.494,58.604,1.3019999999999998,14.728000000000002,3.108,35.35,57.904,108.682,301.6020000000001,261.408,5.89,26.536,29.046999999999997,45.88,167.16,830.452,4.3499999999999925,10.950000000000017,1.936,0.958,5.0,여수,
2019.0,8.0,대한해협,여수연안,3,3,26.2163,21.8242,30.8291,32.614000000000004,8.15,8.03,7.301691431563789,5.084349371667342,1.5015093333333331,1.0145333333333313,9.604,21.014,3.22,10.08,7.28,21.741999999999997,20.104000000000006,52.83600000000001,181.678,217.07,7.843,13.515999999999998,28.675,33.201,249.704,485.996,6.5500000000000025,6.250000000000004,2.54,1.092,4.3,여수,
2019.0,8.0,대한해협,여수연안,4,3,25.3489,19.858,31.4142,32.9011,8.22,8.0,9.178607191066387,5.6646113842790236,1.6580373333333331,3.1363573333333323,39.34,26.264,0.644,6.006,0.6859999999999999,17.233999999999998,40.67,49.50399999999999,141.162,138.082,1.581,16.305999999999994,17.732,31.589000000000002,66.13600000000001,590.072,4.500000000000004,8.800000000000002,1.306,1.0659999999999998,7.0,여수,
2019.0,8.0,대한해협,여수연안,5,3,27.1599,22.653000000000002,31.2476,32.0398,8.25,7.98,9.276274251150221,5.077234007515309,1.2928053333333314,1.5015093333333331,7.937999999999999,54.11,0.462,6.188,1.5539999999999998,23.59,9.954,83.88799999999998,147.35,225.69400000000002,0.036000000000000004,19.561,14.755999999999998,40.052,38.24800000000001,546.3919999999998,5.20000000000001,4.350000000000022,0.374,0.87,5.0,여수,
2019.0,8.0,대한해협,가 막 만,1,1,26.5951,26.6602,31.1799,31.2467,8.07,8.07,6.286770695923552,6.118717906492808,1.4783199999999994,0.956559999999998,54.334,55.174,4.284,4.872,21.518,23.086,80.13600000000002,83.132,251.706,279.496,20.553,20.77,35.061,39.122,301.56,326.4240000000001,35.061,39.122,1.556,1.452,3.0,가 막 ,
2019.0,8.0,대한해협,가 막 만,2,1,27.358,26.3978,31.7715,31.9178,8.18,8.16,8.909755799362955,8.609166279922752,1.2000479999999991,1.165264,27.25800000000001,0.042,1.218,1.064,2.478,2.03,30.954000000000004,3.136,180.908,137.18599999999998,3.162,3.0069999999999997,19.654,18.724,49.784,76.97200000000002,19.654,18.724,1.798,1.554,4.5,가 막 ,
2019.0,8.0,대한해협,가 막 만,3,1,26.1988,24.2956,31.9124,32.1499,8.15,8.13,8.720623954693734,7.917249566835654,0.6956800000000006,0.6435039999999986,3.15,13.356,0.7559999999999999,2.044,0.8959999999999999,8.568,4.802,23.968000000000004,126.056,162.12,3.3789999999999996,6.6960000000000015,19.685,20.274,105.56,195.832,19.685,20.274,1.328,1.216,5.0,가 막 ,
2019.0,8.0,대한해협,가 막 만,4,4,29.401999999999997,25.0535,31.5054,31.862,8.18,7.85,9.27973685933102,3.3814312887835603,1.565280000000001,1.6696319999999985,29.69400000000001,180.02599999999995,0.4900000000000001,0.826,0.574,1.358,30.75800000000001,182.21,183.372,390.67900000000003,10.323,41.261,27.651999999999997,85.00200000000002,103.012,625.828,27.651999999999997,19.561,2.88,3.66,5.0,가 막 ,
2019.0,8.0,대한해협,가 막 만,5,1,28.9594,26.7002,31.6362,31.7699,8.23,8.2,9.549152653489363,9.200111889910616,1.113087999999998,2.034864,5.992000000000001,0.28,0.22399999999999998,0.504,0.7420000000000001,0.812,6.9579999999999975,1.5959999999999999,184.954,184.88400000000001,3.906,8.834999999999997,17.825,27.311,26.851999999999997,26.34800000000001,17.825,27.311,0.866,2.66,7.0,가 막 ,
2019.0,8.0,서남해역,여 자 만,1,2,29.951,27.2548,27.3514,30.8202,8.17,8.04,8.701256335146697,7.162385430613134,2.974032,2.7305439999999987,3.29,4.914,0.182,0.644,1.1059999999999999,1.2320000000000002,4.578,6.79,246.61,198.46400000000003,4.433,15.345,46.81,45.81800000000001,175.588,155.65200000000004,11.999999999999954,17.799999999999983,8.72,8.28,1.0,여 자 ,
2019.0,8.0,서남해역,여 자 만,2,1,30.1323,30.037,28.5847,28.6791,8.2,8.19,8.462644250662823,8.399305405363048,1.895728,2.313136,54.852,1.12,0.013999999999999999,0.098,0.924,1.176,55.790000000000006,2.394,221.144,197.218,1.3330000000000002,5.239000000000001,24.986,25.451,256.004,274.26,6.250000000000004,6.3,1.9080000000000001,2.12,2.0,여 자 ,
2019.0,8.0,서남해역,여 자 만,3,1,28.6364,24.7569,30.1776,31.8607,8.19,8.18,8.548654370970162,8.683697871816952,2.2957440000000005,1.0435199999999996,114.87,7.602,0.63,0.476,0.8119999999999999,1.19,116.31200000000001,9.267999999999999,168.99400000000003,189.532,4.464,7.657,19.437,24.614,136.52800000000002,72.044,2.849999999999992,5.1999999999999815,0.528,2.66,8.0,여 자 ,
2019.0,8.0,서남해역,고흥연안,1,1,26.6659,25.3354,32.1941,32.1529,8.15,8.12,8.197702776615937,7.460930281300057,0.8348160000000009,0.8174239999999979,13.118,8.33,2.016,2.772,5.5440000000000005,8.106,20.678,19.208,169.428,149.17,4.061,8.432,23.374000000000002,24.583,146.076,163.744,11.400000000000027,15.199999999999992,2.5,3.0,2.2,고흥,
2019.0,8.0,서남해역,고흥연안,2,1,25.3594,23.7649,32.3234,32.4442,8.2,8.13,8.566478510872429,7.698231735841143,0.8695999999999999,0.7652479999999989,1.26,6.0760000000000005,0.29400000000000004,2.59,1.19,7.756,2.744,16.422,200.606,137.844,1.55,6.789,13.515999999999998,23.901,84.476,152.23600000000005,6.000000000000004,18.4,1.5659999999999998,2.98,4.5,고흥,
2019.0,8.0,서남해역,고흥연안,3,1,26.9401,25.1079,32.1993,32.3345,8.17,8.17,8.196104274263996,7.708335449088657,0.5217599999999981,0.8000319999999984,3.5839999999999996,0.22399999999999998,1.064,1.5819999999999999,1.6800000000000002,4.032,6.3279999999999985,5.837999999999999,135.24,138.26399999999998,4.309,8.896999999999998,19.871,22.01,177.94,168.72799999999995,14.1,12.699999999999989,2.62,2.0,1.5,고흥,
2019.0,8.0,서남해역,고흥연안,4,1,26.6572,24.2397,31.8504,32.2988,8.24,8.17,8.331999613912036,7.591115768672246,1.1478720000000002,0.7478559999999995,0.098,0.364,0.7140000000000001,2.506,3.1220000000000003,7.461999999999999,3.9339999999999997,10.332,112.056,140.98000000000005,0.3720000000000001,4.805,7.006,17.793999999999997,170.77200000000005,218.93200000000002,2.8199999999999887,6.3,0.33399999999999996,3.12,9.5,고흥,
2019.0,8.0,서남해역,고흥연안,5,1,26.9673,26.4349,32.077,32.0738,8.19,8.2,7.568626074285048,7.5866084836039285,0.6261119999999989,0.730464,7.812000000000001,10.765999999999998,2.24,1.638,5.586,5.796,15.638000000000002,18.2,159.082,143.48600000000005,5.549,7.5020000000000024,17.855999999999995,17.825,221.48,222.348,8.449999999999985,9.949999999999989,2.62,1.54,1.0,고흥,
2019.0,8.0,서남해역,고흥연안,6,1,28.1958,27.219,31.9275,31.9624,8.25,8.26,8.548654370970162,8.499165949071227,1.9652959999999984,0.9391679999999986,0.322,2.17,0.406,0.055999999999999994,0.924,1.68,1.652,3.906,131.19400000000002,131.628,1.922,4.1850000000000005,13.050999999999998,14.415,126.33599999999998,132.608,4.750000000000004,4.4499999999999815,0.75,0.664,3.0,고흥,
2019.0,8.0,서남해역,고흥연안,7,1,24.4578,22.265,32.3492,32.6476,8.18,8.1,7.6507059232641685,6.608636334467048,0.4695839999999993,0.7652479999999989,0.266,0.364,2.114,4.69,9.226,31.416000000000004,11.606000000000002,36.47000000000001,151.24200000000005,211.31599999999997,4.061,9.021,19.902,38.13,240.352,349.44,11.000000000000007,26.54999999999999,3.02,3.8,1.5,고흥,
2019.0,8.0,서남해역,고흥연안,8,2,26.3701,22.1193,32.1169,32.6427,8.19,8.08,8.124872694556906,6.418501660720875,0.5565440000000005,0.8174239999999979,0.055999999999999994,0.07,1.4,4.83,2.982,24.836,4.438,29.736000000000004,131.19400000000002,199.192,4.0920000000000005,9.269,16.399,35.433,179.172,339.13599999999997,10.199999999999989,23.299999999999986,2.3680000000000003,3.78,2.5,고흥,
